PoF,Order proportion
1.0006734070026588,10.0
1.0013869237495512,4.0
1.0,10.0
1.0017317252172095,4.0
1.0014310171871126,10.0
1.003449251117757,4.0
1.0034924337474302,10.0
1.0052005383068865,6.0
1.0,11.0
1.0,4.0
1.0018342468843793,10.0
1.0039025361271332,4.0
1.0013595599693554,11.0
1.0,4.0
1.0006975784221652,10.0
1.0000554439645328,4.0
1.0018893863835674,10.0
1.0020652291155683,5.0
1.0040467987817931,10.0
1.001830476037147,5.0
1.0110408826003463,10.0
1.000381633339895,3.0
1.0019296919806162,10.0
1.003164014680338,5.0
1.0079190465482348,11.0
1.0,4.0
1.0,10.0
1.005208754154345,4.0
1.001162764944298,10.0
1.0080984966244313,4.0
1.0253537600815967,11.0
1.0,3.0
1.001100314261599,10.0
1.0061099569800382,5.0
1.002320104701139,10.0
1.0045207281285757,4.0
1.0,11.0
1.0041747338704106,4.0
1.0101776664143927,10.0
1.0,5.0
1.0,10.0
1.0014642566291831,5.0
1.0009249214884701,10.0
1.0,4.0
1.000574325551043,10.0
1.0004771619475326,3.0
1.0102175076416708,11.0
1.0005726473877257,4.0
1.0095713355308187,10.0
1.0,4.0
1.0066889593409392,10.0
1.0,4.0
1.0033099680732207,11.0
1.0002222775171847,4.0
1.0,10.0
1.0020870595433562,5.0
1.0,10.0
1.0025434944233396,5.0
1.0,10.0
1.0,3.0
1.0053196848071173,11.0
1.0040845387684636,4.0
1.00376209846088,11.0
1.0021626457299213,4.0
1.0072975898448757,10.0
1.0,3.0
1.0048380259753924,10.0
1.0,4.0
1.0026385285089576,11.0
1.0,3.0
1.0,11.0
1.0007893404265074,3.0
1.0016152392071105,11.0
1.006053513915622,4.0
1.003046891111233,10.0
1.0,4.0
1.0033757714727438,11.0
1.004996249833814,3.0
1.0185852385031264,12.0
1.0,4.0
1.0005398020540304,11.0
1.0,4.0
1.000751611306737,12.0
1.0021237022639053,5.0
1.001343810486716,11.0
1.0,5.0
1.0025679550407154,11.0
1.0019700700074605,4.0
1.0022038963737196,11.0
1.0007384498978718,3.0
1.0041910428544492,12.0
1.0002667063375592,5.0
1.0009129942904778,10.0
1.0014805466321441,4.0
1.0032971986513448,11.0
1.0021883225865291,4.0
1.0083022094341894,10.0
1.0,5.0
1.0,11.0
1.0,3.0
1.0039392750870861,10.0
1.0005661731020237,4.0
1.0037913391886322,10.0
1.023347522413164,4.0
1.001369714797319,11.0
1.0007738282588168,5.0
1.0130557932476199,14.0
1.0002931333207763,3.0
1.0047929265719968,11.0
1.000166918763409,4.0
1.0006828524195588,11.0
1.0031540476473348,5.0
1.0059731460229477,11.0
1.0008889167147055,4.0
1.0022900504442676,11.0
1.0089426079985557,3.0
1.0024862093518978,11.0
1.0004234182787957,4.0
1.0004846125267943,11.0
1.0,6.0
1.0037413647484064,11.0
1.0,5.0
1.0016148086209704,10.0
1.0014509637788604,4.0
1.0014737342236992,10.0
1.0,4.0
1.0,10.0
1.0,4.0
1.001425339957228,10.0
1.0040400865390624,3.0
1.0005807167340122,11.0
1.0010449305744094,4.0
1.0022594696450497,10.0
1.0,5.0
1.0044671625781494,10.0
1.002474168263722,3.0
1.0056057911168048,10.0
1.0029345433187018,5.0
1.0002012974230592,11.0
1.006649849446043,4.0
1.0051932041999065,10.0
1.0000989348623859,3.0
1.0029565559972782,11.0
1.0077476599628046,5.0
1.0,12.0
1.0024122162778366,4.0
1.0039428589442776,10.0
1.0016952894302797,4.0
1.0011182174357403,11.0
1.0034251173387114,4.0
1.0046103364803736,10.0
1.0,4.0
1.0003342425526582,12.0
1.0306616445471959,3.0
1.00871004132038,11.0
1.0,3.0
1.0016376185037357,10.0
1.0022503659662103,3.0
1.0030463200430724,12.0
1.0041971779177459,4.0
1.0146087317377346,11.0
1.0030230449307576,3.0
1.007209984946615,10.0
1.001197046639239,4.0
1.0004911756781032,11.0
1.0,4.0
1.0006598243392124,11.0
1.0,4.0
1.000961233984127,10.0
1.0039668081879085,3.0
1.003261616611565,12.0
1.0015273143154955,4.0
1.0037240807693955,13.0
1.000914438168052,4.0
1.0010308532698342,11.0
1.0,4.0
1.006273805830289,11.0
1.0047535104636522,4.0
1.0024129925136167,10.0
1.0,4.0
1.0,11.0
1.0010769630794225,3.0
1.0009031089049187,10.0
1.002296085403053,3.0
1.0012216655138868,10.0
1.0019095407166771,4.0
1.0025055847370645,12.0
1.0065323891671674,4.0
1.0066392283827015,10.0
1.0,4.0
1.0,11.0
1.0001367697018244,4.0
1.0019647652485266,11.0
1.0011155135475103,4.0
1.0,10.0
1.002245861529731,4.0
1.0,10.0
1.0035237222116005,4.0
1.0024077849592965,11.0
1.0014586241834669,4.0
1.0048540751938446,11.0
1.0043264754741779,4.0
1.0023233566540601,10.0
1.0,4.0
1.0004302000430199,10.0
1.0037302507747592,3.0
1.0068391211471666,11.0
1.0049296689642673,3.0
1.002652884139732,11.0
1.0001520937139818,4.0
1.001335873005734,10.0
1.0,4.0
1.0001635114648382,12.0
1.0049301576192349,4.0
1.0128281476441294,10.0
1.0013892695720403,3.0
1.004458915961738,11.0
1.0052287913540037,7.0
1.0095546348200501,10.0
1.0036307787448138,3.0
1.003816393885752,12.0
1.0,4.0
1.0032898035160545,10.0
1.0014902864103699,4.0
1.0005407691096888,11.0
1.00615729226062,4.0
1.0088571638690225,11.0
1.0020090035786808,3.0
1.0025440747452758,10.0
1.0028285714629905,3.0
1.0021921557627613,10.0
1.0026342303537772,3.0
1.0049662104314188,13.0
1.0,5.0
1.0,10.0
1.0,3.0
1.0022452276681575,11.0
1.0005190834677697,4.0
1.0015508525507224,10.0
1.0031106423079132,4.0
1.0133259317122099,10.0
1.0,4.0
1.0009325520666132,11.0
1.002689935743431,4.0
1.0094787711384763,12.0
1.0,4.0
1.0,10.0
1.00024811423781,4.0
1.0,11.0
1.004197593640409,5.0
1.0031897770404106,10.0
1.0008221059004492,4.0
1.0081758472916877,13.0
1.000374090261352,5.0
1.0053610466104095,10.0
1.0009673380365125,4.0
1.0070728488699843,10.0
1.0,5.0
1.009902776795913,11.0
1.0007770543806362,3.0
1.001535317605578,10.0
1.0,3.0
1.000999160350836,11.0
1.0020465889981294,4.0
1.0006530164640035,10.0
1.0,5.0
1.0063644318851466,12.0
1.0,5.0
1.0,10.0
1.000846047012278,5.0
1.0026548747748663,10.0
1.001357661369433,3.0
1.0,11.0
1.0076729168189074,5.0
1.0141898247795793,11.0
1.0005700890938014,3.0
1.002384510386888,11.0
1.0071290662551753,3.0
1.0007341946208128,10.0
1.0041981815560461,4.0
1.001858425268768,10.0
1.0121191354908572,4.0
1.010862709369963,10.0
1.0,4.0
1.0,11.0
1.0014980225497387,5.0
1.0,10.0
1.0058331900743926,4.0
1.0096838663611756,13.0
1.0,3.0
1.0001689140163803,11.0
1.0087234627235677,4.0
1.0066668277011526,11.0
1.0004372769429366,4.0
1.0011251076589769,12.0
1.0001260404612191,4.0
1.002855453507108,12.0
1.0,4.0
1.002273240548315,10.0
1.0040927300964155,4.0
1.0010616630899978,10.0
1.000904135088419,4.0
1.0,10.0
1.0020274391494737,3.0
1.0032568475686154,11.0
1.0012046549359983,5.0
1.0033960814129668,11.0
1.0,3.0
1.0092589285483198,10.0
1.0001367736384594,3.0
1.0008637941050125,10.0
1.0021471642081201,4.0
1.002862133468116,10.0
1.000528187291571,3.0
1.0051279031099958,10.0
1.0026627829316137,4.0
1.0079331225784107,13.0
1.0,4.0
1.0022108578671678,20.0
1.0034905499178557,4.0
1.0,20.0
1.0007207454869702,5.0
1.002218030990853,21.0
1.0014844916630974,3.0
1.0088687958850604,21.0
1.002572103037125,5.0
1.037721580684786,21.0
1.005088976007934,4.0
1.0014775195900756,21.0
1.0007342009665168,3.0
1.0158557281239275,21.0
1.004545024308394,4.0
1.0016975878187122,21.0
1.0002836810147888,4.0
1.0053384762414375,20.0
1.0001814887379754,5.0
1.012893255548507,20.0
1.0017316588009972,5.0
1.0160061395278082,20.0
1.0,5.0
1.015307956442174,21.0
1.0001648868198252,5.0
1.0052810527626401,20.0
1.0010478782442112,4.0
1.0047224435530244,20.0
1.0,3.0
1.013490751204425,21.0
1.0008246875609177,4.0
1.0071404822836587,20.0
1.0035990342804813,5.0
1.0050754087685168,22.0
1.0,4.0
1.0028406122929001,20.0
1.0004224899032073,3.0
1.0018957698120585,20.0
1.0006864143082361,4.0
1.008343677609614,20.0
1.0,4.0
1.002287299861262,20.0
1.0003727989165638,3.0
1.0011947829814785,20.0
1.0,4.0
1.0038816766990195,21.0
1.0,4.0
1.0059287757985773,21.0
1.0005926663055664,5.0
1.0052095935669012,21.0
1.0026667663791262,4.0
1.0010769804563517,20.0
1.0,4.0
1.006125920402647,20.0
1.0,5.0
1.0025697768171136,22.0
1.001897334224442,5.0
1.0019200830306174,21.0
1.0014218540897715,4.0
1.002201349226374,20.0
1.0000239921960992,4.0
1.0078999992933813,23.0
1.0,3.0
1.0108191978629573,20.0
1.0,5.0
1.0048877771768525,20.0
1.0060664675342244,4.0
1.007164914121945,21.0
1.0076033481197952,5.0
1.020410482684851,20.0
1.0015812200806022,5.0
1.0012264876141395,20.0
1.008326659209298,3.0
1.0,20.0
1.002297467836402,3.0
1.005735343045581,20.0
1.0,4.0
1.0171271928868266,20.0
1.003011784060579,4.0
1.0036401522168426,21.0
1.0,3.0
1.0,22.0
1.0060044882696533,4.0
1.0058690405819335,20.0
1.009921474002517,4.0
1.0110770105867268,20.0
1.0038332118221076,3.0
1.006506517089664,21.0
1.0001906650396584,4.0
1.0060138234527665,21.0
1.0030877667640987,5.0
1.0017402018094503,22.0
1.0,3.0
1.0061024695525722,21.0
1.0024090324376935,4.0
1.0051215284885704,20.0
1.0023249202005926,4.0
1.029024829249668,21.0
1.0026546750671865,4.0
1.0074245216603663,21.0
1.002316072546201,3.0
1.027942425784417,20.0
1.0030169780928597,4.0
1.0058632693226093,20.0
1.0008986417624042,5.0
1.0082439108750236,20.0
1.0007946508172363,4.0
1.0107793321673544,20.0
1.0014225404411623,5.0
1.0127211026916532,21.0
1.002042424802854,5.0
1.0039503187067567,20.0
1.0032685777928907,4.0
1.0044346700427509,21.0
1.0029835170061556,3.0
1.0028970847886138,21.0
1.0008882877244691,3.0
1.0023688461123121,21.0
1.014836851513577,3.0
1.018832826591746,21.0
1.0,4.0
1.0031808804310685,20.0
1.0,4.0
1.0027315571604007,21.0
1.0015886095843283,5.0
1.0096621420026042,20.0
1.0047462714347504,3.0
1.0099851421515758,21.0
1.0007776527397325,4.0
1.0081720681741426,22.0
1.0054827966137305,3.0
1.0032589175812074,21.0
1.0,4.0
1.0200518352161876,21.0
1.0,4.0
1.0118554323675006,23.0
1.0061420791144868,4.0
1.0036261429980937,20.0
1.0054278161491617,4.0
1.0067052154988598,21.0
1.0,5.0
1.0159242734808887,20.0
1.0007562224637931,4.0
1.0073397092752707,21.0
1.0002720735678023,3.0
1.005147756091607,21.0
1.0016050544260495,3.0
1.007482235792843,20.0
1.0,4.0
1.007362002535457,20.0
1.0026587936407825,4.0
1.0009199232567483,21.0
1.001058573273265,4.0
1.003697141609222,21.0
1.0006032458319098,4.0
1.007449959767388,22.0
1.002424556976511,4.0
1.005105498653917,20.0
1.001678319654787,4.0
1.0018944847684212,21.0
1.0,3.0
1.0095570880462519,20.0
1.0022451538565813,4.0
1.000868497515757,21.0
1.0001440974909586,4.0
1.005752134518673,23.0
1.001874999648929,4.0
1.0079533795228077,21.0
1.0,4.0
1.0085851628239613,20.0
1.0032932570341497,4.0
1.0082160860123492,21.0
1.0002098051344381,5.0
1.0086397656818806,22.0
1.0000529892067944,3.0
1.0,22.0
1.004164258527806,4.0
1.0042503632154054,21.0
1.006863463328469,3.0
1.0074395199222022,20.0
1.0076528533701792,4.0
1.0338303313759536,21.0
1.0069646232382312,4.0
